"turn","color","output","condition","time","score"
"GE02","azzurro","daysurvived","post","day_20",20
"GE02","azzurro","daysurvived","post","day_21",21
"GE02","azzurro","daysurvived","post","day_22",22
"GE02","azzurro","daysurvived","post","day_23",23
"GE02","azzurro","daysurvived","post","day_24",24
"GE02","azzurro","daysurvived","post","day_25",25
"GE02","azzurro","daysurvived","post","day_26",26
"GE02","azzurro","daysurvived","post","day_27",27
"GE02","azzurro","daysurvived","post","day_28",28
"GE02","azzurro","energiaaquisita","post","day_0",0
"GE02","azzurro","energiaaquisita","post","day_1",40
"GE02","azzurro","energiaaquisita","post","day_2",80
"GE02","azzurro","energiaaquisita","post","day_3",120
"GE02","azzurro","energiaaquisita","post","day_4",160
"GE02","azzurro","energiaaquisita","post","day_5",200
"GE02","azzurro","energiaaquisita","post","day_6",240
"GE02","azzurro","energiaaquisita","post","day_7",280
"GE02","azzurro","energiaaquisita","post","day_8",440
"GE02","azzurro","energiaaquisita","post","day_9",600
"GE02","azzurro","energiaaquisita","post","day_10",720
"GE02","azzurro","energiaaquisita","post","day_11",840
"GE02","azzurro","energiaaquisita","post","day_12",960
"GE02","azzurro","energiaaquisita","post","day_13",1080
"GE02","azzurro","energiaaquisita","post","day_14",1200
"GE02","azzurro","energiaaquisita","post","day_15",1600
"GE02","azzurro","energiaaquisita","post","day_16",2000
"GE02","azzurro","energiaaquisita","post","day_17",2360
"GE02","azzurro","energiaaquisita","post","day_18",2520
"GE02","azzurro","energiaaquisita","post","day_19",2680
"GE02","azzurro","energiaaquisita","post","day_20",2840
"GE02","azzurro","energiaaquisita","post","day_21",2920
"GE02","azzurro","energiaaquisita","post","day_22",3520
"GE02","azzurro","energiaaquisita","post","day_23",4040
"GE02","azzurro","energiaaquisita","post","day_24",4390
"GE02","azzurro","energiaaquisita","post","day_25",4550
"GE02","azzurro","energiaaquisita","post","day_26",4670
"GE02","azzurro","energiaaquisita","post","day_27",4710
"GE02","azzurro","energiaaquisita","post","day_28",4750
"GE02","azzurro","giornaliero","post","day_0",0
"GE02","azzurro","giornaliero","post","day_1",40
"GE02","azzurro","giornaliero","post","day_2",40
"GE02","azzurro","giornaliero","post","day_3",40
"GE02","azzurro","giornaliero","post","day_4",40
"GE02","azzurro","giornaliero","post","day_5",40
"GE02","azzurro","giornaliero","post","day_6",40
"GE02","azzurro","giornaliero","post","day_7",40
"GE02","azzurro","giornaliero","post","day_8",160
"GE02","azzurro","giornaliero","post","day_9",160
"GE02","azzurro","giornaliero","post","day_10",120
"GE02","azzurro","giornaliero","post","day_11",120
"GE02","azzurro","giornaliero","post","day_12",120
"GE02","azzurro","giornaliero","post","day_13",120
"GE02","azzurro","giornaliero","post","day_14",120
"GE02","azzurro","giornaliero","post","day_15",400
"GE02","azzurro","giornaliero","post","day_16",400
"GE02","azzurro","giornaliero","post","day_17",360
"GE02","azzurro","giornaliero","post","day_18",160
"GE02","azzurro","giornaliero","post","day_19",160
"GE02","azzurro","giornaliero","post","day_20",160
"GE02","azzurro","giornaliero","post","day_21",80
"GE02","azzurro","giornaliero","post","day_22",600
"GE02","azzurro","giornaliero","post","day_23",520
"GE02","azzurro","giornaliero","post","day_24",350
"GE02","azzurro","giornaliero","post","day_25",160
"GE02","azzurro","giornaliero","post","day_26",120
"GE02","azzurro","giornaliero","post","day_27",40
"GE02","azzurro","giornaliero","post","day_28",40
"GE02","azzurro","mucche","post","day_0",1
"GE02","azzurro","mucche","post","day_1",1
"GE02","azzurro","mucche","post","day_2",1
"GE02","azzurro","mucche","post","day_3",1
"GE02","azzurro","mucche","post","day_4",1
"GE02","azzurro","mucche","post","day_5",1
"GE02","azzurro","mucche","post","day_6",1
"GE02","azzurro","mucche","post","day_7",1
"GE02","azzurro","mucche","post","day_8",4
"GE02","azzurro","mucche","post","day_9",4
"GE02","azzurro","mucche","post","day_10",3
"GE02","azzurro","mucche","post","day_11",3
"GE02","azzurro","mucche","post","day_12",3
"GE02","azzurro","mucche","post","day_13",3
"GE02","azzurro","mucche","post","day_14",3
"GE02","azzurro","mucche","post","day_15",10
"GE02","azzurro","mucche","post","day_16",10
"GE02","azzurro","mucche","post","day_17",9
"GE02","azzurro","mucche","post","day_18",4
"GE02","azzurro","mucche","post","day_19",4
"GE02","azzurro","mucche","post","day_20",4
"GE02","azzurro","mucche","post","day_21",2
"GE02","azzurro","mucche","post","day_22",15
"GE02","azzurro","mucche","post","day_23",13
"GE02","azzurro","mucche","post","day_24",9
"GE02","azzurro","mucche","post","day_25",4
"GE02","azzurro","mucche","post","day_26",3
"GE02","azzurro","mucche","post","day_27",1
"GE02","azzurro","mucche","post","day_28",1
"GE02","azzurro","muccheperse","post","day_0",0
"GE02","azzurro","muccheperse","post","day_1",0
"GE02","azzurro","muccheperse","post","day_2",0
"GE02","azzurro","muccheperse","post","day_3",0
"GE02","azzurro","muccheperse","post","day_4",0
"GE02","azzurro","muccheperse","post","day_5",0
"GE02","azzurro","muccheperse","post","day_6",0
"GE02","azzurro","muccheperse","post","day_7",0
"GE02","azzurro","muccheperse","post","day_8",0
"GE02","azzurro","muccheperse","post","day_9",0
"GE02","azzurro","muccheperse","post","day_10",1
"GE02","azzurro","muccheperse","post","day_11",1
"GE02","azzurro","muccheperse","post","day_12",1
"GE02","azzurro","muccheperse","post","day_13",1
"GE02","azzurro","muccheperse","post","day_14",1
"GE02","azzurro","muccheperse","post","day_15",1
"GE02","azzurro","muccheperse","post","day_16",1
"GE02","azzurro","muccheperse","post","day_17",2
"GE02","azzurro","muccheperse","post","day_18",7
"GE02","azzurro","muccheperse","post","day_19",7
"GE02","azzurro","muccheperse","post","day_20",7
"GE02","azzurro","muccheperse","post","day_21",9
"GE02","azzurro","muccheperse","post","day_22",9
"GE02","azzurro","muccheperse","post","day_23",11
"GE02","azzurro","muccheperse","post","day_24",15
"GE02","azzurro","muccheperse","post","day_25",20
"GE02","azzurro","muccheperse","post","day_26",21
"GE02","azzurro","muccheperse","post","day_27",23
"GE02","azzurro","muccheperse","post","day_28",23
"GE02","azzurro","muccheslider","post","day_0",1
"GE02","azzurro","muccheslider","post","day_1",1
"GE02","azzurro","muccheslider","post","day_2",1
"GE02","azzurro","muccheslider","post","day_3",1
"GE02","azzurro","muccheslider","post","day_4",1
"GE02","azzurro","muccheslider","post","day_5",1
"GE02","azzurro","muccheslider","post","day_6",1
"GE02","azzurro","muccheslider","post","day_7",1
"GE02","azzurro","muccheslider","post","day_8",4
"GE02","azzurro","muccheslider","post","day_9",4
"GE02","azzurro","muccheslider","post","day_10",4
"GE02","azzurro","muccheslider","post","day_11",4
"GE02","azzurro","muccheslider","post","day_12",4
"GE02","azzurro","muccheslider","post","day_13",4
"GE02","azzurro","muccheslider","post","day_14",4
"GE02","azzurro","muccheslider","post","day_15",10
"GE02","azzurro","muccheslider","post","day_16",10
"GE02","azzurro","muccheslider","post","day_17",10
"GE02","azzurro","muccheslider","post","day_18",10
"GE02","azzurro","muccheslider","post","day_19",10
"GE02","azzurro","muccheslider","post","day_20",10
"GE02","azzurro","muccheslider","post","day_21",10
"GE02","azzurro","muccheslider","post","day_22",15
"GE02","azzurro","muccheslider","post","day_23",15
"GE02","azzurro","muccheslider","post","day_24",15
"GE02","azzurro","muccheslider","post","day_25",15
"GE02","azzurro","muccheslider","post","day_26",15
"GE02","azzurro","muccheslider","post","day_27",15
"GE02","azzurro","muccheslider","post","day_28",15
"GE02","blu","capital","post","day_0",10
"GE02","blu","capital","post","day_1",40
"GE02","blu","capital","post","day_2",70
"GE02","blu","capital","post","day_3",100
"GE02","blu","capital","post","day_4",130
"GE02","blu","capital","post","day_5",160
"GE02","blu","capital","post","day_6",190
"GE02","blu","capital","post","day_7",220
"GE02","blu","capital","post","day_8",220
"GE02","blu","capital","post","day_9",280
"GE02","blu","capital","post","day_10",340
"GE02","blu","capital","post","day_11",320
"GE02","blu","capital","post","day_12",300
"GE02","blu","capital","post","day_13",280
"GE02","blu","capital","post","day_14",260
"GE02","blu","capital","post","day_15",300
"GE02","blu","capital","post","day_16",390
"GE02","blu","capital","post","day_17",480
"GE02","blu","capital","post","day_18",570
"GE02","blu","capital","post","day_19",580
"GE02","blu","capital","post","day_20",590
"GE02","blu","capital","post","day_21",600
"GE02","blu","capital","post","day_22",630
"GE02","blu","capital","post","day_23",660
"GE02","blu","capital","post","day_24",690
"GE02","blu","capital","post","day_25",680
"GE02","blu","capital","post","day_26",670
"GE02","blu","capital","post","day_27",660
"GE02","blu","capital","post","day_28",650
"GE02","blu","ccr","post","day_0",0
"GE02","blu","ccr","post","day_1",0
"GE02","blu","ccr","post","day_2",0
"GE02","blu","ccr","post","day_3",0
"GE02","blu","ccr","post","day_4",0
"GE02","blu","ccr","post","day_5",0
"GE02","blu","ccr","post","day_6",0
"GE02","blu","ccr","post","day_7",0
"GE02","blu","ccr","post","day_8",50
"GE02","blu","ccr","post","day_9",50
"GE02","blu","ccr","post","day_10",50
"GE02","blu","ccr","post","day_11",50
"GE02","blu","ccr","post","day_12",50
"GE02","blu","ccr","post","day_13",50
"GE02","blu","ccr","post","day_14",50
"GE02","blu","ccr","post","day_15",20
"GE02","blu","ccr","post","day_16",20
"GE02","blu","ccr","post","day_17",20
"GE02","blu","ccr","post","day_18",20
"GE02","blu","ccr","post","day_19",20
"GE02","blu","ccr","post","day_20",20
"GE02","blu","ccr","post","day_21",20
"GE02","blu","ccr","post","day_22",0
"GE02","blu","ccr","post","day_23",0
"GE02","blu","ccr","post","day_24",0
"GE02","blu","ccr","post","day_25",0
"GE02","blu","ccr","post","day_26",0
"GE02","blu","ccr","post","day_27",0
"GE02","blu","ccr","post","day_28",0
"GE02","blu","daysurvived","post","day_0",0
"GE02","blu","daysurvived","post","day_1",1
"GE02","blu","daysurvived","post","day_2",2
"GE02","blu","daysurvived","post","day_3",3
"GE02","blu","daysurvived","post","day_4",4
"GE02","blu","daysurvived","post","day_5",5
"GE02","blu","daysurvived","post","day_6",6
"GE02","blu","daysurvived","post","day_7",7
"GE02","blu","daysurvived","post","day_8",8
"GE02","blu","daysurvived","post","day_9",9
"GE02","blu","daysurvived","post","day_10",10
"GE02","blu","daysurvived","post","day_11",11
"GE02","blu","daysurvived","post","day_12",12
"GE02","blu","daysurvived","post","day_13",13
"GE02","blu","daysurvived","post","day_14",14
"GE02","blu","daysurvived","post","day_15",15
"GE02","blu","daysurvived","post","day_16",16
"GE02","blu","daysurvived","post","day_17",17
"GE02","blu","daysurvived","post","day_18",18
"GE02","blu","daysurvived","post","day_19",19
"GE02","blu","daysurvived","post","day_20",20
"GE02","blu","daysurvived","post","day_21",21
"GE02","blu","daysurvived","post","day_22",22
"GE02","blu","daysurvived","post","day_23",23
"GE02","blu","daysurvived","post","day_24",24
"GE02","blu","daysurvived","post","day_25",25
"GE02","blu","daysurvived","post","day_26",26
"GE02","blu","daysurvived","post","day_27",27
"GE02","blu","daysurvived","post","day_28",28
"GE02","blu","energiaaquisita","post","day_0",0
"GE02","blu","energiaaquisita","post","day_1",40
"GE02","blu","energiaaquisita","post","day_2",80
"GE02","blu","energiaaquisita","post","day_3",120
"GE02","blu","energiaaquisita","post","day_4",160
"GE02","blu","energiaaquisita","post","day_5",200
"GE02","blu","energiaaquisita","post","day_6",240
"GE02","blu","energiaaquisita","post","day_7",280
"GE02","blu","energiaaquisita","post","day_8",360
"GE02","blu","energiaaquisita","post","day_9",440
"GE02","blu","energiaaquisita","post","day_10",520
"GE02","blu","energiaaquisita","post","day_11",520
"GE02","blu","energiaaquisita","post","day_12",520
"GE02","blu","energiaaquisita","post","day_13",520
"GE02","blu","energiaaquisita","post","day_14",520
"GE02","blu","energiaaquisita","post","day_15",640
"GE02","blu","energiaaquisita","post","day_16",760
"GE02","blu","energiaaquisita","post","day_17",880
"GE02","blu","energiaaquisita","post","day_18",1000
"GE02","blu","energiaaquisita","post","day_19",1040
"GE02","blu","energiaaquisita","post","day_20",1080
"GE02","blu","energiaaquisita","post","day_21",1120
"GE02","blu","energiaaquisita","post","day_22",1160
"GE02","blu","energiaaquisita","post","day_23",1200
"GE02","blu","energiaaquisita","post","day_24",1240
"GE02","blu","energiaaquisita","post","day_25",1240
"GE02","blu","energiaaquisita","post","day_26",1240
"GE02","blu","energiaaquisita","post","day_27",1240
"GE02","blu","energiaaquisita","post","day_28",1240
"GE02","blu","giornaliero","post","day_0",0
"GE02","blu","giornaliero","post","day_1",40
"GE02","blu","giornaliero","post","day_2",40
"GE02","blu","giornaliero","post","day_3",40
"GE02","blu","giornaliero","post","day_4",40
"GE02","blu","giornaliero","post","day_5",40
"GE02","blu","giornaliero","post","day_6",40
"GE02","blu","giornaliero","post","day_7",40
"GE02","blu","giornaliero","post","day_8",80
"GE02","blu","giornaliero","post","day_9",80
"GE02","blu","giornaliero","post","day_10",80
"GE02","blu","giornaliero","post","day_11",0
"GE02","blu","giornaliero","post","day_12",0
"GE02","blu","giornaliero","post","day_13",0
"GE02","blu","giornaliero","post","day_14",0
"GE02","blu","giornaliero","post","day_15",120
"GE02","blu","giornaliero","post","day_16",120
"GE02","blu","giornaliero","post","day_17",120
"GE02","blu","giornaliero","post","day_18",120
"GE02","blu","giornaliero","post","day_19",40
"GE02","blu","giornaliero","post","day_20",40
"GE02","blu","giornaliero","post","day_21",40
"GE02","blu","giornaliero","post","day_22",40
"GE02","blu","giornaliero","post","day_23",40
"GE02","blu","giornaliero","post","day_24",40
"GE02","blu","giornaliero","post","day_25",0
"GE02","blu","giornaliero","post","day_26",0
"GE02","blu","giornaliero","post","day_27",0
"GE02","blu","giornaliero","post","day_28",0
"GE02","blu","mucche","post","day_0",1
"GE02","blu","mucche","post","day_1",1
"GE02","blu","mucche","post","day_2",1
"GE02","blu","mucche","post","day_3",1
"GE02","blu","mucche","post","day_4",1
"GE02","blu","mucche","post","day_5",1
"GE02","blu","mucche","post","day_6",1
"GE02","blu","mucche","post","day_7",1
"GE02","blu","mucche","post","day_8",2
"GE02","blu","mucche","post","day_9",2
"GE02","blu","mucche","post","day_10",2
"GE02","blu","mucche","post","day_11",0
"GE02","blu","mucche","post","day_12",0
"GE02","blu","mucche","post","day_13",0
"GE02","blu","mucche","post","day_14",0
"GE02","blu","mucche","post","day_15",3
"GE02","blu","mucche","post","day_16",3
"GE02","blu","mucche","post","day_17",3
"GE02","blu","mucche","post","day_18",3
"GE02","blu","mucche","post","day_19",1
"GE02","blu","mucche","post","day_20",1
"GE02","blu","mucche","post","day_21",1
"GE02","blu","mucche","post","day_22",1
"GE02","blu","mucche","post","day_23",1
"GE02","blu","mucche","post","day_24",1
"GE02","blu","mucche","post","day_25",0
"GE02","blu","mucche","post","day_26",0
"GE02","blu","mucche","post","day_27",0
"GE02","blu","mucche","post","day_28",0
"GE02","blu","muccheperse","post","day_0",0
"GE02","blu","muccheperse","post","day_1",0
"GE02","blu","muccheperse","post","day_2",0
"GE02","blu","muccheperse","post","day_3",0
"GE02","blu","muccheperse","post","day_4",0
"GE02","blu","muccheperse","post","day_5",0
"GE02","blu","muccheperse","post","day_6",0
"GE02","blu","muccheperse","post","day_7",0
"GE02","blu","muccheperse","post","day_8",0
"GE02","blu","muccheperse","post","day_9",0
"GE02","blu","muccheperse","post","day_10",0
"GE02","blu","muccheperse","post","day_11",2
"GE02","blu","muccheperse","post","day_12",2
"GE02","blu","muccheperse","post","day_13",2
"GE02","blu","muccheperse","post","day_14",2
"GE02","blu","muccheperse","post","day_15",2
"GE02","blu","muccheperse","post","day_16",2
"GE02","blu","muccheperse","post","day_17",2
"GE02","blu","muccheperse","post","day_18",2
"GE02","blu","muccheperse","post","day_19",4
"GE02","blu","muccheperse","post","day_20",4
"GE02","blu","muccheperse","post","day_21",4
"GE02","blu","muccheperse","post","day_22",4
"GE02","blu","muccheperse","post","day_23",4
"GE02","blu","muccheperse","post","day_24",4
"GE02","blu","muccheperse","post","day_25",5
"GE02","blu","muccheperse","post","day_26",5
"GE02","blu","muccheperse","post","day_27",5
"GE02","blu","muccheperse","post","day_28",5
"GE02","blu","muccheslider","post","day_0",1
"GE02","blu","muccheslider","post","day_1",1
"GE02","blu","muccheslider","post","day_2",1
"GE02","blu","muccheslider","post","day_3",1
"GE02","blu","muccheslider","post","day_4",1
"GE02","blu","muccheslider","post","day_5",1
"GE02","blu","muccheslider","post","day_6",1
"GE02","blu","muccheslider","post","day_7",1
"GE02","blu","muccheslider","post","day_8",2
"GE02","blu","muccheslider","post","day_9",2
"GE02","blu","muccheslider","post","day_10",2
"GE02","blu","muccheslider","post","day_11",2
"GE02","blu","muccheslider","post","day_12",2
"GE02","blu","muccheslider","post","day_13",2
"GE02","blu","muccheslider","post","day_14",2
"GE02","blu","muccheslider","post","day_15",3
"GE02","blu","muccheslider","post","day_16",3
"GE02","blu","muccheslider","post","day_17",3
"GE02","blu","muccheslider","post","day_18",3
"GE02","blu","muccheslider","post","day_19",3
"GE02","blu","muccheslider","post","day_20",3
"GE02","blu","muccheslider","post","day_21",3
"GE02","blu","muccheslider","post","day_22",1
"GE02","blu","muccheslider","post","day_23",1
"GE02","blu","muccheslider","post","day_24",1
"GE02","blu","muccheslider","post","day_25",1
"GE02","blu","muccheslider","post","day_26",1
"GE02","blu","muccheslider","post","day_27",1
"GE02","blu","muccheslider","post","day_28",1
"GE02","giallo","capital","post","day_0",10
"GE02","giallo","capital","post","day_1",40
"GE02","giallo","capital","post","day_2",70
"GE02","giallo","capital","post","day_3",100
"GE02","giallo","capital","post","day_4",130
"GE02","giallo","capital","post","day_5",160
"GE02","giallo","capital","post","day_6",190
"GE02","giallo","capital","post","day_7",220
"GE02","giallo","capital","post","day_8",690
"GE02","giallo","capital","post","day_9",1300
"GE02","giallo","capital","post","day_10",1790
"GE02","giallo","capital","post","day_11",2070
"GE02","giallo","capital","post","day_12",2180
"GE02","giallo","capital","post","day_13",2190
"GE02","giallo","capital","post","day_14",2200
"GE02","giallo","capital","post","day_15",2080
"GE02","giallo","capital","post","day_16",2380
"GE02","giallo","capital","post","day_17",2590
"GE02","giallo","capital","post","day_18",2770
"GE02","giallo","capital","post","day_19",2870
"GE02","giallo","capital","post","day_20",2970
"GE02","giallo","capital","post","day_21",3070
"GE02","giallo","capital","post","day_22",3120
"GE02","giallo","capital","post","day_23",3660
"GE02","giallo","capital","post","day_24",3560
"GE02","giallo","capital","post","day_25",3170
"GE02","giallo","capital","post","day_26",2710
"GE02","giallo","capital","post","day_27",2250
"GE02","giallo","capital","post","day_28",1790
"GE02","giallo","ccr","post","day_0",0
"GE02","giallo","ccr","post","day_1",0
"GE02","giallo","ccr","post","day_2",0
"GE02","giallo","ccr","post","day_3",0
"GE02","giallo","ccr","post","day_4",0
"GE02","giallo","ccr","post","day_5",0
"GE02","giallo","ccr","post","day_6",0
"GE02","giallo","ccr","post","day_7",0
"GE02","giallo","ccr","post","day_8",0
"GE02","giallo","ccr","post","day_9",0
"GE02","giallo","ccr","post","day_10",0
"GE02","giallo","ccr","post","day_11",0
"GE02","giallo","ccr","post","day_12",0
"GE02","giallo","ccr","post","day_13",0
"GE02","giallo","ccr","post","day_14",0
"GE02","giallo","ccr","post","day_15",380
"GE02","giallo","ccr","post","day_16",380
"GE02","giallo","ccr","post","day_17",380
"GE02","giallo","ccr","post","day_18",380
"GE02","giallo","ccr","post","day_19",380
"GE02","giallo","ccr","post","day_20",380
"GE02","giallo","ccr","post","day_21",380
"GE02","giallo","ccr","post","day_22",1000
"GE02","giallo","ccr","post","day_23",1000
"GE02","giallo","ccr","post","day_24",1000
"GE02","giallo","ccr","post","day_25",1000
"GE02","giallo","ccr","post","day_26",1000
"GE02","giallo","ccr","post","day_27",1000
"GE02","giallo","ccr","post","day_28",1000
"GE02","giallo","daysurvived","post","day_0",0
"GE02","giallo","daysurvived","post","day_1",1
"GE02","giallo","daysurvived","post","day_2",2
"GE02","giallo","daysurvived","post","day_3",3
"GE02","giallo","daysurvived","post","day_4",4
"GE02","giallo","daysurvived","post","day_5",5
"GE02","giallo","daysurvived","post","day_6",6
"GE02","giallo","daysurvived","post","day_7",7
"GE02","giallo","daysurvived","post","day_8",8
"GE02","giallo","daysurvived","post","day_9",9
"GE02","giallo","daysurvived","post","day_10",10
"GE02","giallo","daysurvived","post","day_11",11
"GE02","giallo","daysurvived","post","day_12",12
"GE02","giallo","daysurvived","post","day_13",13
"GE02","giallo","daysurvived","post","day_14",14
"GE02","giallo","daysurvived","post","day_15",15
"GE02","giallo","daysurvived","post","day_16",16
"GE02","giallo","daysurvived","post","day_17",17
"GE02","giallo","daysurvived","post","day_18",18
"GE02","giallo","daysurvived","post","day_19",19
"GE02","giallo","daysurvived","post","day_20",20
"GE02","giallo","daysurvived","post","day_21",21
"GE02","giallo","daysurvived","post","day_22",22
"GE02","giallo","daysurvived","post","day_23",23
"GE02","giallo","daysurvived","post","day_24",24
"GE02","giallo","daysurvived","post","day_25",25
"GE02","giallo","daysurvived","post","day_26",26
"GE02","giallo","daysurvived","post","day_27",27
"GE02","giallo","daysurvived","post","day_28",28
"GE02","giallo","energiaaquisita","post","day_0",0
"GE02","giallo","energiaaquisita","post","day_1",40
"GE02","giallo","energiaaquisita","post","day_2",80
"GE02","giallo","energiaaquisita","post","day_3",120
"GE02","giallo","energiaaquisita","post","day_4",160
"GE02","giallo","energiaaquisita","post","day_5",200
"GE02","giallo","energiaaquisita","post","day_6",240
"GE02","giallo","energiaaquisita","post","day_7",280
"GE02","giallo","energiaaquisita","post","day_8",1200
"GE02","giallo","energiaaquisita","post","day_9",2040
"GE02","giallo","energiaaquisita","post","day_10",2760
"GE02","giallo","energiaaquisita","post","day_11",3270
"GE02","giallo","energiaaquisita","post","day_12",3610
"GE02","giallo","energiaaquisita","post","day_13",3850
"GE02","giallo","energiaaquisita","post","day_14",4090
"GE02","giallo","energiaaquisita","post","day_15",4490
"GE02","giallo","energiaaquisita","post","day_16",4890
"GE02","giallo","energiaaquisita","post","day_17",5200
"GE02","giallo","energiaaquisita","post","day_18",5480
"GE02","giallo","energiaaquisita","post","day_19",5680
"GE02","giallo","energiaaquisita","post","day_20",5880
"GE02","giallo","energiaaquisita","post","day_21",6080
"GE02","giallo","energiaaquisita","post","day_22",8080
"GE02","giallo","energiaaquisita","post","day_23",9120
"GE02","giallo","energiaaquisita","post","day_24",9520
"GE02","giallo","energiaaquisita","post","day_25",9630
"GE02","giallo","energiaaquisita","post","day_26",9670
"GE02","giallo","energiaaquisita","post","day_27",9710
"GE02","giallo","energiaaquisita","post","day_28",9750
"GE02","giallo","giornaliero","post","day_0",0
"GE02","giallo","giornaliero","post","day_1",40
"GE02","giallo","giornaliero","post","day_2",40
"GE02","giallo","giornaliero","post","day_3",40
"GE02","giallo","giornaliero","post","day_4",40
"GE02","giallo","giornaliero","post","day_5",40
"GE02","giallo","giornaliero","post","day_6",40
"GE02","giallo","giornaliero","post","day_7",40
"GE02","giallo","giornaliero","post","day_8",920
"GE02","giallo","giornaliero","post","day_9",840
"GE02","giallo","giornaliero","post","day_10",720
"GE02","giallo","giornaliero","post","day_11",510
"GE02","giallo","giornaliero","post","day_12",340
"GE02","giallo","giornaliero","post","day_13",240
"GE02","giallo","giornaliero","post","day_14",240
"GE02","giallo","giornaliero","post","day_15",400
"GE02","giallo","giornaliero","post","day_16",400
"GE02","giallo","giornaliero","post","day_17",310
"GE02","giallo","giornaliero","post","day_18",280
"GE02","giallo","giornaliero","post","day_19",200
"GE02","giallo","giornaliero","post","day_20",200
"GE02","giallo","giornaliero","post","day_21",200
"GE02","giallo","giornaliero","post","day_22",2000
"GE02","giallo","giornaliero","post","day_23",1040
"GE02","giallo","giornaliero","post","day_24",400
"GE02","giallo","giornaliero","post","day_25",110
"GE02","giallo","giornaliero","post","day_26",40
"GE02","giallo","giornaliero","post","day_27",40
"GE02","giallo","giornaliero","post","day_28",40
"GE02","giallo","mucche","post","day_0",1
"GE02","giallo","mucche","post","day_1",1
"GE02","giallo","mucche","post","day_2",1
"GE02","giallo","mucche","post","day_3",1
"GE02","giallo","mucche","post","day_4",1
"GE02","giallo","mucche","post","day_5",1
"GE02","giallo","mucche","post","day_6",1
"GE02","giallo","mucche","post","day_7",1
"GE02","giallo","mucche","post","day_8",23
"GE02","giallo","mucche","post","day_9",21
"GE02","giallo","mucche","post","day_10",18
"GE02","giallo","mucche","post","day_11",13
"GE02","giallo","mucche","post","day_12",9
"GE02","giallo","mucche","post","day_13",6
"GE02","giallo","mucche","post","day_14",6
"GE02","giallo","mucche","post","day_15",10
"GE02","giallo","mucche","post","day_16",10
"GE02","giallo","mucche","post","day_17",8
"GE02","giallo","mucche","post","day_18",7
"GE02","giallo","mucche","post","day_19",5
"GE02","giallo","mucche","post","day_20",5
"GE02","giallo","mucche","post","day_21",5
"GE02","giallo","mucche","post","day_22",50
"GE02","giallo","mucche","post","day_23",27
"GE02","giallo","mucche","post","day_24",11
"GE02","giallo","mucche","post","day_25",3
"GE02","giallo","mucche","post","day_26",1
"GE02","giallo","mucche","post","day_27",1
"GE02","giallo","mucche","post","day_28",1
"GE02","giallo","muccheperse","post","day_0",0
"GE02","giallo","muccheperse","post","day_1",0
"GE02","giallo","muccheperse","post","day_2",0
"GE02","giallo","muccheperse","post","day_3",0
"GE02","giallo","muccheperse","post","day_4",0
"GE02","giallo","muccheperse","post","day_5",0
"GE02","giallo","muccheperse","post","day_6",0
"GE02","giallo","muccheperse","post","day_7",0
"GE02","giallo","muccheperse","post","day_8",0
"GE02","giallo","muccheperse","post","day_9",2
"GE02","giallo","muccheperse","post","day_10",5
"GE02","giallo","muccheperse","post","day_11",10
"GE02","giallo","muccheperse","post","day_12",14
"GE02","giallo","muccheperse","post","day_13",17
"GE02","giallo","muccheperse","post","day_14",17
"GE02","giallo","muccheperse","post","day_15",17
"GE02","giallo","muccheperse","post","day_16",17
"GE02","giallo","muccheperse","post","day_17",19
"GE02","giallo","muccheperse","post","day_18",20
"GE02","giallo","muccheperse","post","day_19",22
"GE02","giallo","muccheperse","post","day_20",22
"GE02","giallo","muccheperse","post","day_21",22
"GE02","giallo","muccheperse","post","day_22",22
"GE02","giallo","muccheperse","post","day_23",45
"GE02","giallo","muccheperse","post","day_24",61
"GE02","giallo","muccheperse","post","day_25",69
"GE02","giallo","muccheperse","post","day_26",71
"GE02","giallo","muccheperse","post","day_27",71
"GE02","giallo","muccheperse","post","day_28",71
"GE02","giallo","muccheslider","post","day_0",1
"GE02","giallo","muccheslider","post","day_1",1
"GE02","giallo","muccheslider","post","day_2",1
"GE02","giallo","muccheslider","post","day_3",1
"GE02","giallo","muccheslider","post","day_4",1
"GE02","giallo","muccheslider","post","day_5",1
"GE02","giallo","muccheslider","post","day_6",1
"GE02","giallo","muccheslider","post","day_7",1
"GE02","giallo","muccheslider","post","day_8",23
"GE02","giallo","muccheslider","post","day_9",23
"GE02","giallo","muccheslider","post","day_10",23
"GE02","giallo","muccheslider","post","day_11",23
"GE02","giallo","muccheslider","post","day_12",23
"GE02","giallo","muccheslider","post","day_13",23
"GE02","giallo","muccheslider","post","day_14",23
"GE02","giallo","muccheslider","post","day_15",10
"GE02","giallo","muccheslider","post","day_16",10
"GE02","giallo","muccheslider","post","day_17",10
"GE02","giallo","muccheslider","post","day_18",10
"GE02","giallo","muccheslider","post","day_19",10
"GE02","giallo","muccheslider","post","day_20",10
"GE02","giallo","muccheslider","post","day_21",10
"GE02","giallo","muccheslider","post","day_22",50
"GE02","giallo","muccheslider","post","day_23",50
"GE02","giallo","muccheslider","post","day_24",50
"GE02","giallo","muccheslider","post","day_25",50
"GE02","giallo","muccheslider","post","day_26",50
"GE02","giallo","muccheslider","post","day_27",50
"GE02","giallo","muccheslider","post","day_28",50
"GE02","rosa","capital","post","day_0",10
"GE02","rosa","capital","post","day_1",40
"GE02","rosa","capital","post","day_2",70
