"turn","color","output","condition","time","score","note"
"BR02","azzurro","ccr","pre","15",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","16",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","17",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","18",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","19",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","20",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","21",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","22",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","23",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","24",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","25",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","26",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","27",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","28",70,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","ccr","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","0",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","1",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","2",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","3",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","4",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","5",5,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","6",6,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","7",7,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","8",8,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","9",9,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","10",10,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","11",11,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","12",12,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","13",13,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","14",14,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","15",15,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","16",16,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","17",17,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","18",18,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","19",19,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","20",20,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","21",21,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","22",22,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","23",23,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","24",24,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","25",25,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","26",26,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","27",27,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","28",28,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","daysurvived","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","0",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","1",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","2",80,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","3",120,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","4",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","5",200,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","6",240,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","7",280,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","8",360,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","9",440,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","10",480,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","11",520,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","12",520,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","13",520,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","14",520,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","15",680,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","16",840,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","17",1000,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","18",1160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","19",1320,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","20",1480,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","21",1640,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","22",1760,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","23",1880,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","24",1910,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","25",1910,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","26",1910,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","27",1910,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","28",1910,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","energiaaquisita","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","0",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","1",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","2",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","3",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","4",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","5",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","6",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","7",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","8",80,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","9",80,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","10",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","11",40,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","12",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","13",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","14",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","15",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","16",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","17",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","18",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","19",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","20",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","21",160,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","22",120,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","23",120,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","24",30,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","25",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","26",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","27",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","28",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","giornaliero","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","0",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","1",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","2",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","3",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","4",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","5",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","6",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","7",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","8",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","9",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","10",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","11",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","12",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","13",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","14",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","15",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","16",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","17",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","18",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","19",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","20",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","21",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","22",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","23",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","24",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","25",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","26",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","27",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","28",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","mucche","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","0",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","1",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","2",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","3",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","4",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","5",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","6",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","7",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","8",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","9",0,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","10",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","11",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","12",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","13",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","14",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","15",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","16",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","17",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","18",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","19",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","20",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","21",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","22",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","23",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","24",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","25",5,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","26",5,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","27",5,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","28",5,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheperse","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","0",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","1",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","2",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","3",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","4",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","5",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","6",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","7",1,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","8",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","9",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","10",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","11",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","12",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","13",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","14",2,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","15",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","16",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","17",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","18",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","19",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","20",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","21",4,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","22",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","23",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","24",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","25",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","26",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","27",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","28",3,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","azzurro","muccheslider","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","0",10,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","1",40,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","2",70,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","3",100,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","4",130,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","5",160,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","6",190,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","7",220,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","8",80,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","9",170,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","10",260,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","11",310,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","12",360,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","13",370,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","14",380,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","15",510,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","16",800,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","17",1050,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","18",1260,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","19",1430,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","20",1480,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","21",1490,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","22",1890,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","23",2940,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","24",3270,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","25",3170,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","26",2950,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","27",2680,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","28",2420,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","29",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","30",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","31",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","32",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","33",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","34",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","capital","pre","35",NA,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","0",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","1",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","2",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","3",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","4",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","5",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","6",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","7",0,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","8",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","9",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","10",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","11",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","12",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","13",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","14",210,"no malus, rinnovo energetico 0.35"
"BR02","blu","ccr","pre","15",100,"no malus, rinnovo energetico 0.35"
