"turn","color","output","condition","time","score"
"BR04","azzurro","energiaaquisita","pre","17",1120
"BR04","azzurro","energiaaquisita","pre","18",1200
"BR04","azzurro","energiaaquisita","pre","19",1280
"BR04","azzurro","energiaaquisita","pre","20",1360
"BR04","azzurro","energiaaquisita","pre","21",1440
"BR04","azzurro","energiaaquisita","pre","22",1640
"BR04","azzurro","energiaaquisita","pre","23",1800
"BR04","azzurro","energiaaquisita","pre","24",1920
"BR04","azzurro","energiaaquisita","pre","25",2000
"BR04","azzurro","energiaaquisita","pre","26",2040
"BR04","azzurro","energiaaquisita","pre","27",2040
"BR04","azzurro","energiaaquisita","pre","28",2040
"BR04","azzurro","giornaliero","pre","0",0
"BR04","azzurro","giornaliero","pre","1",40
"BR04","azzurro","giornaliero","pre","2",40
"BR04","azzurro","giornaliero","pre","3",40
"BR04","azzurro","giornaliero","pre","4",40
"BR04","azzurro","giornaliero","pre","5",40
"BR04","azzurro","giornaliero","pre","6",40
"BR04","azzurro","giornaliero","pre","7",40
"BR04","azzurro","giornaliero","pre","8",80
"BR04","azzurro","giornaliero","pre","9",80
"BR04","azzurro","giornaliero","pre","10",80
"BR04","azzurro","giornaliero","pre","11",80
"BR04","azzurro","giornaliero","pre","12",80
"BR04","azzurro","giornaliero","pre","13",80
"BR04","azzurro","giornaliero","pre","14",40
"BR04","azzurro","giornaliero","pre","15",120
"BR04","azzurro","giornaliero","pre","16",120
"BR04","azzurro","giornaliero","pre","17",80
"BR04","azzurro","giornaliero","pre","18",80
"BR04","azzurro","giornaliero","pre","19",80
"BR04","azzurro","giornaliero","pre","20",80
"BR04","azzurro","giornaliero","pre","21",80
"BR04","azzurro","giornaliero","pre","22",200
"BR04","azzurro","giornaliero","pre","23",160
"BR04","azzurro","giornaliero","pre","24",120
"BR04","azzurro","giornaliero","pre","25",80
"BR04","azzurro","giornaliero","pre","26",40
"BR04","azzurro","giornaliero","pre","27",0
"BR04","azzurro","giornaliero","pre","28",0
"BR04","azzurro","mucche","pre","0",1
"BR04","azzurro","mucche","pre","1",1
"BR04","azzurro","mucche","pre","2",1
"BR04","azzurro","mucche","pre","3",1
"BR04","azzurro","mucche","pre","4",1
"BR04","azzurro","mucche","pre","5",1
"BR04","azzurro","mucche","pre","6",1
"BR04","azzurro","mucche","pre","7",1
"BR04","azzurro","mucche","pre","8",2
"BR04","azzurro","mucche","pre","9",2
"BR04","azzurro","mucche","pre","10",2
"BR04","azzurro","mucche","pre","11",2
"BR04","azzurro","mucche","pre","12",2
"BR04","azzurro","mucche","pre","13",2
"BR04","azzurro","mucche","pre","14",1
"BR04","azzurro","mucche","pre","15",3
"BR04","azzurro","mucche","pre","16",3
"BR04","azzurro","mucche","pre","17",2
"BR04","azzurro","mucche","pre","18",2
"BR04","azzurro","mucche","pre","19",2
"BR04","azzurro","mucche","pre","20",2
"BR04","azzurro","mucche","pre","21",2
"BR04","azzurro","mucche","pre","22",5
"BR04","azzurro","mucche","pre","23",4
"BR04","azzurro","mucche","pre","24",3
"BR04","azzurro","mucche","pre","25",2
"BR04","azzurro","mucche","pre","26",1
"BR04","azzurro","mucche","pre","27",0
"BR04","azzurro","mucche","pre","28",0
"BR04","azzurro","muccheperse","pre","0",0
"BR04","azzurro","muccheperse","pre","1",0
"BR04","azzurro","muccheperse","pre","2",0
"BR04","azzurro","muccheperse","pre","3",0
"BR04","azzurro","muccheperse","pre","4",0
"BR04","azzurro","muccheperse","pre","5",0
"BR04","azzurro","muccheperse","pre","6",0
"BR04","azzurro","muccheperse","pre","7",0
"BR04","azzurro","muccheperse","pre","8",0
"BR04","azzurro","muccheperse","pre","9",0
"BR04","azzurro","muccheperse","pre","10",0
"BR04","azzurro","muccheperse","pre","11",0
"BR04","azzurro","muccheperse","pre","12",0
"BR04","azzurro","muccheperse","pre","13",0
"BR04","azzurro","muccheperse","pre","14",1
"BR04","azzurro","muccheperse","pre","15",1
"BR04","azzurro","muccheperse","pre","16",1
"BR04","azzurro","muccheperse","pre","17",2
"BR04","azzurro","muccheperse","pre","18",2
"BR04","azzurro","muccheperse","pre","19",2
"BR04","azzurro","muccheperse","pre","20",2
"BR04","azzurro","muccheperse","pre","21",2
"BR04","azzurro","muccheperse","pre","22",2
"BR04","azzurro","muccheperse","pre","23",3
"BR04","azzurro","muccheperse","pre","24",4
"BR04","azzurro","muccheperse","pre","25",5
"BR04","azzurro","muccheperse","pre","26",6
"BR04","azzurro","muccheperse","pre","27",7
"BR04","azzurro","muccheperse","pre","28",7
"BR04","azzurro","muccheslider","pre","0",1
"BR04","azzurro","muccheslider","pre","1",1
"BR04","azzurro","muccheslider","pre","2",1
"BR04","azzurro","muccheslider","pre","3",1
"BR04","azzurro","muccheslider","pre","4",1
"BR04","azzurro","muccheslider","pre","5",1
"BR04","azzurro","muccheslider","pre","6",1
"BR04","azzurro","muccheslider","pre","7",1
"BR04","azzurro","muccheslider","pre","8",2
"BR04","azzurro","muccheslider","pre","9",2
"BR04","azzurro","muccheslider","pre","10",2
"BR04","azzurro","muccheslider","pre","11",2
"BR04","azzurro","muccheslider","pre","12",2
"BR04","azzurro","muccheslider","pre","13",2
"BR04","azzurro","muccheslider","pre","14",2
"BR04","azzurro","muccheslider","pre","15",3
"BR04","azzurro","muccheslider","pre","16",3
"BR04","azzurro","muccheslider","pre","17",3
"BR04","azzurro","muccheslider","pre","18",3
"BR04","azzurro","muccheslider","pre","19",3
"BR04","azzurro","muccheslider","pre","20",3
"BR04","azzurro","muccheslider","pre","21",3
"BR04","azzurro","muccheslider","pre","22",5
"BR04","azzurro","muccheslider","pre","23",5
"BR04","azzurro","muccheslider","pre","24",5
"BR04","azzurro","muccheslider","pre","25",5
"BR04","azzurro","muccheslider","pre","26",5
"BR04","azzurro","muccheslider","pre","27",5
"BR04","azzurro","muccheslider","pre","28",5
"BR04","blu","capital","pre","0",10
"BR04","blu","capital","pre","1",40
"BR04","blu","capital","pre","2",70
"BR04","blu","capital","pre","3",100
"BR04","blu","capital","pre","4",130
"BR04","blu","capital","pre","5",160
"BR04","blu","capital","pre","6",190
"BR04","blu","capital","pre","7",220
"BR04","blu","capital","pre","8",190
"BR04","blu","capital","pre","9",280
"BR04","blu","capital","pre","10",330
"BR04","blu","capital","pre","11",340
"BR04","blu","capital","pre","12",350
"BR04","blu","capital","pre","13",360
"BR04","blu","capital","pre","14",370
"BR04","blu","capital","pre","15",360
"BR04","blu","capital","pre","16",540
"BR04","blu","capital","pre","17",680
"BR04","blu","capital","pre","18",820
"BR04","blu","capital","pre","19",840
"BR04","blu","capital","pre","20",860
"BR04","blu","capital","pre","21",840
"BR04","blu","capital","pre","22",640
"BR04","blu","capital","pre","23",840
"BR04","blu","capital","pre","24",970
"BR04","blu","capital","pre","25",920
"BR04","blu","capital","pre","26",890
"BR04","blu","capital","pre","27",820
"BR04","blu","capital","pre","28",750
"BR04","blu","ccr","pre","0",0
"BR04","blu","ccr","pre","1",0
"BR04","blu","ccr","pre","2",0
"BR04","blu","ccr","pre","3",0
"BR04","blu","ccr","pre","4",0
"BR04","blu","ccr","pre","5",0
"BR04","blu","ccr","pre","6",0
"BR04","blu","ccr","pre","7",0
"BR04","blu","ccr","pre","8",100
"BR04","blu","ccr","pre","9",100
"BR04","blu","ccr","pre","10",100
"BR04","blu","ccr","pre","11",100
"BR04","blu","ccr","pre","12",100
"BR04","blu","ccr","pre","13",100
"BR04","blu","ccr","pre","14",100
"BR04","blu","ccr","pre","15",140
"BR04","blu","ccr","pre","16",140
"BR04","blu","ccr","pre","17",140
"BR04","blu","ccr","pre","18",140
"BR04","blu","ccr","pre","19",140
"BR04","blu","ccr","pre","20",140
"BR04","blu","ccr","pre","21",140
"BR04","blu","ccr","pre","22",350
"BR04","blu","ccr","pre","23",350
"BR04","blu","ccr","pre","24",350
"BR04","blu","ccr","pre","25",350
"BR04","blu","ccr","pre","26",350
"BR04","blu","ccr","pre","27",350
"BR04","blu","ccr","pre","28",350
"BR04","blu","daysurvived","pre","0",0
"BR04","blu","daysurvived","pre","1",1
"BR04","blu","daysurvived","pre","2",2
"BR04","blu","daysurvived","pre","3",3
"BR04","blu","daysurvived","pre","4",4
"BR04","blu","daysurvived","pre","5",5
"BR04","blu","daysurvived","pre","6",6
"BR04","blu","daysurvived","pre","7",7
"BR04","blu","daysurvived","pre","8",8
"BR04","blu","daysurvived","pre","9",9
"BR04","blu","daysurvived","pre","10",10
"BR04","blu","daysurvived","pre","11",11
"BR04","blu","daysurvived","pre","12",12
"BR04","blu","daysurvived","pre","13",13
"BR04","blu","daysurvived","pre","14",14
"BR04","blu","daysurvived","pre","15",15
"BR04","blu","daysurvived","pre","16",16
"BR04","blu","daysurvived","pre","17",17
"BR04","blu","daysurvived","pre","18",18
"BR04","blu","daysurvived","pre","19",19
"BR04","blu","daysurvived","pre","20",20
"BR04","blu","daysurvived","pre","21",21
"BR04","blu","daysurvived","pre","22",22
"BR04","blu","daysurvived","pre","23",23
"BR04","blu","daysurvived","pre","24",24
"BR04","blu","daysurvived","pre","25",25
"BR04","blu","daysurvived","pre","26",26
"BR04","blu","daysurvived","pre","27",27
"BR04","blu","daysurvived","pre","28",28
"BR04","blu","energiaaquisita","pre","0",0
"BR04","blu","energiaaquisita","pre","1",40
"BR04","blu","energiaaquisita","pre","2",80
"BR04","blu","energiaaquisita","pre","3",120
"BR04","blu","energiaaquisita","pre","4",160
"BR04","blu","energiaaquisita","pre","5",200
"BR04","blu","energiaaquisita","pre","6",240
"BR04","blu","energiaaquisita","pre","7",280
"BR04","blu","energiaaquisita","pre","8",400
"BR04","blu","energiaaquisita","pre","9",520
"BR04","blu","energiaaquisita","pre","10",600
"BR04","blu","energiaaquisita","pre","11",640
"BR04","blu","energiaaquisita","pre","12",680
"BR04","blu","energiaaquisita","pre","13",720
"BR04","blu","energiaaquisita","pre","14",760
"BR04","blu","energiaaquisita","pre","15",1000
"BR04","blu","energiaaquisita","pre","16",1240
"BR04","blu","energiaaquisita","pre","17",1440
"BR04","blu","energiaaquisita","pre","18",1640
"BR04","blu","energiaaquisita","pre","19",1720
"BR04","blu","energiaaquisita","pre","20",1800
"BR04","blu","energiaaquisita","pre","21",1840
"BR04","blu","energiaaquisita","pre","22",2120
"BR04","blu","energiaaquisita","pre","23",2390
"BR04","blu","energiaaquisita","pre","24",2590
"BR04","blu","energiaaquisita","pre","25",2610
"BR04","blu","energiaaquisita","pre","26",2650
"BR04","blu","energiaaquisita","pre","27",2650
"BR04","blu","energiaaquisita","pre","28",2650
"BR04","blu","giornaliero","pre","0",0
"BR04","blu","giornaliero","pre","1",40
"BR04","blu","giornaliero","pre","2",40
"BR04","blu","giornaliero","pre","3",40
"BR04","blu","giornaliero","pre","4",40
"BR04","blu","giornaliero","pre","5",40
"BR04","blu","giornaliero","pre","6",40
"BR04","blu","giornaliero","pre","7",40
"BR04","blu","giornaliero","pre","8",120
"BR04","blu","giornaliero","pre","9",120
"BR04","blu","giornaliero","pre","10",80
"BR04","blu","giornaliero","pre","11",40
"BR04","blu","giornaliero","pre","12",40
"BR04","blu","giornaliero","pre","13",40
"BR04","blu","giornaliero","pre","14",40
"BR04","blu","giornaliero","pre","15",240
"BR04","blu","giornaliero","pre","16",240
"BR04","blu","giornaliero","pre","17",200
"BR04","blu","giornaliero","pre","18",200
"BR04","blu","giornaliero","pre","19",80
"BR04","blu","giornaliero","pre","20",80
"BR04","blu","giornaliero","pre","21",40
"BR04","blu","giornaliero","pre","22",280
"BR04","blu","giornaliero","pre","23",270
"BR04","blu","giornaliero","pre","24",200
"BR04","blu","giornaliero","pre","25",20
"BR04","blu","giornaliero","pre","26",40
"BR04","blu","giornaliero","pre","27",0
"BR04","blu","giornaliero","pre","28",0
"BR04","blu","mucche","pre","0",1
"BR04","blu","mucche","pre","1",1
"BR04","blu","mucche","pre","2",1
"BR04","blu","mucche","pre","3",1
"BR04","blu","mucche","pre","4",1
"BR04","blu","mucche","pre","5",1
"BR04","blu","mucche","pre","6",1
"BR04","blu","mucche","pre","7",1
"BR04","blu","mucche","pre","8",3
"BR04","blu","mucche","pre","9",3
"BR04","blu","mucche","pre","10",2
"BR04","blu","mucche","pre","11",1
"BR04","blu","mucche","pre","12",1
"BR04","blu","mucche","pre","13",1
"BR04","blu","mucche","pre","14",1
"BR04","blu","mucche","pre","15",6
"BR04","blu","mucche","pre","16",6
"BR04","blu","mucche","pre","17",5
"BR04","blu","mucche","pre","18",5
"BR04","blu","mucche","pre","19",2
"BR04","blu","mucche","pre","20",2
"BR04","blu","mucche","pre","21",1
"BR04","blu","mucche","pre","22",7
"BR04","blu","mucche","pre","23",7
"BR04","blu","mucche","pre","24",5
"BR04","blu","mucche","pre","25",1
"BR04","blu","mucche","pre","26",1
"BR04","blu","mucche","pre","27",0
"BR04","blu","mucche","pre","28",0
"BR04","blu","muccheperse","pre","0",0
"BR04","blu","muccheperse","pre","1",0
"BR04","blu","muccheperse","pre","2",0
"BR04","blu","muccheperse","pre","3",0
"BR04","blu","muccheperse","pre","4",0
"BR04","blu","muccheperse","pre","5",0
"BR04","blu","muccheperse","pre","6",0
"BR04","blu","muccheperse","pre","7",0
"BR04","blu","muccheperse","pre","8",0
"BR04","blu","muccheperse","pre","9",0
"BR04","blu","muccheperse","pre","10",1
"BR04","blu","muccheperse","pre","11",2
"BR04","blu","muccheperse","pre","12",2
"BR04","blu","muccheperse","pre","13",2
"BR04","blu","muccheperse","pre","14",2
"BR04","blu","muccheperse","pre","15",2
"BR04","blu","muccheperse","pre","16",2
"BR04","blu","muccheperse","pre","17",3
"BR04","blu","muccheperse","pre","18",3
"BR04","blu","muccheperse","pre","19",6
"BR04","blu","muccheperse","pre","20",6
"BR04","blu","muccheperse","pre","21",7
"BR04","blu","muccheperse","pre","22",7
"BR04","blu","muccheperse","pre","23",7
"BR04","blu","muccheperse","pre","24",9
"BR04","blu","muccheperse","pre","25",13
"BR04","blu","muccheperse","pre","26",13
"BR04","blu","muccheperse","pre","27",14
"BR04","blu","muccheperse","pre","28",14
"BR04","blu","muccheslider","pre","0",1
"BR04","blu","muccheslider","pre","1",1
"BR04","blu","muccheslider","pre","2",1
"BR04","blu","muccheslider","pre","3",1
"BR04","blu","muccheslider","pre","4",1
"BR04","blu","muccheslider","pre","5",1
"BR04","blu","muccheslider","pre","6",1
"BR04","blu","muccheslider","pre","7",1
"BR04","blu","muccheslider","pre","8",3
"BR04","blu","muccheslider","pre","9",3
"BR04","blu","muccheslider","pre","10",3
"BR04","blu","muccheslider","pre","11",3
"BR04","blu","muccheslider","pre","12",3
"BR04","blu","muccheslider","pre","13",3
"BR04","blu","muccheslider","pre","14",3
"BR04","blu","muccheslider","pre","15",6
"BR04","blu","muccheslider","pre","16",6
"BR04","blu","muccheslider","pre","17",6
"BR04","blu","muccheslider","pre","18",6
"BR04","blu","muccheslider","pre","19",6
"BR04","blu","muccheslider","pre","20",6
"BR04","blu","muccheslider","pre","21",6
"BR04","blu","muccheslider","pre","22",7
"BR04","blu","muccheslider","pre","23",7
"BR04","blu","muccheslider","pre","24",7
"BR04","blu","muccheslider","pre","25",7
"BR04","blu","muccheslider","pre","26",7
"BR04","blu","muccheslider","pre","27",7
"BR04","blu","muccheslider","pre","28",7
"BR04","giallo","capital","pre","0",10
"BR04","giallo","capital","pre","1",40
"BR04","giallo","capital","pre","2",70
"BR04","giallo","capital","pre","3",100
"BR04","giallo","capital","pre","4",130
"BR04","giallo","capital","pre","5",160
"BR04","giallo","capital","pre","6",190
"BR04","giallo","capital","pre","7",220
"BR04","giallo","capital","pre","8",250
"BR04","giallo","capital","pre","9",310
"BR04","giallo","capital","pre","10",370
"BR04","giallo","capital","pre","11",390
"BR04","giallo","capital","pre","12",410
"BR04","giallo","capital","pre","13",430
"BR04","giallo","capital","pre","14",440
"BR04","giallo","capital","pre","15",710
"BR04","giallo","capital","pre","16",1400
"BR04","giallo","capital","pre","17",1970
"BR04","giallo","capital","pre","18",2490
"BR04","giallo","capital","pre","19",2690
"BR04","giallo","capital","pre","20",2780
"BR04","giallo","capital","pre","21",2860
"BR04","giallo","capital","pre","22",2460
"BR04","giallo","capital","pre","23",3090
"BR04","giallo","capital","pre","24",3260
"BR04","giallo","capital","pre","25",3200
"BR04","giallo","capital","pre","26",3060
"BR04","giallo","capital","pre","27",2920
"BR04","giallo","capital","pre","28",2740
"BR04","giallo","ccr","pre","0",0
"BR04","giallo","ccr","pre","1",0
"BR04","giallo","ccr","pre","2",0
"BR04","giallo","ccr","pre","3",0
"BR04","giallo","ccr","pre","4",0
"BR04","giallo","ccr","pre","5",0
"BR04","giallo","ccr","pre","6",0
"BR04","giallo","ccr","pre","7",0
"BR04","giallo","ccr","pre","8",20
"BR04","giallo","ccr","pre","9",20
"BR04","giallo","ccr","pre","10",20
"BR04","giallo","ccr","pre","11",20
"BR04","giallo","ccr","pre","12",20
"BR04","giallo","ccr","pre","13",20
"BR04","giallo","ccr","pre","14",20
"BR04","giallo","ccr","pre","15",200
"BR04","giallo","ccr","pre","16",200
"BR04","giallo","ccr","pre","17",200
"BR04","giallo","ccr","pre","18",200
"BR04","giallo","ccr","pre","19",200
"BR04","giallo","ccr","pre","20",200
"BR04","giallo","ccr","pre","21",200
"BR04","giallo","ccr","pre","22",1000
"BR04","giallo","ccr","pre","23",1000
"BR04","giallo","ccr","pre","24",1000
"BR04","giallo","ccr","pre","25",1000
"BR04","giallo","ccr","pre","26",1000
"BR04","giallo","ccr","pre","27",1000
"BR04","giallo","ccr","pre","28",1000
"BR04","giallo","daysurvived","pre","0",0
"BR04","giallo","daysurvived","pre","1",1
"BR04","giallo","daysurvived","pre","2",2
"BR04","giallo","daysurvived","pre","3",3
"BR04","giallo","daysurvived","pre","4",4
"BR04","giallo","daysurvived","pre","5",5
"BR04","giallo","daysurvived","pre","6",6
"BR04","giallo","daysurvived","pre","7",7
"BR04","giallo","daysurvived","pre","8",8
"BR04","giallo","daysurvived","pre","9",9
"BR04","giallo","daysurvived","pre","10",10
"BR04","giallo","daysurvived","pre","11",11
"BR04","giallo","daysurvived","pre","12",12
"BR04","giallo","daysurvived","pre","13",13
"BR04","giallo","daysurvived","pre","14",14
"BR04","giallo","daysurvived","pre","15",15
"BR04","giallo","daysurvived","pre","16",16
"BR04","giallo","daysurvived","pre","17",17
"BR04","giallo","daysurvived","pre","18",18
"BR04","giallo","daysurvived","pre","19",19
"BR04","giallo","daysurvived","pre","20",20
"BR04","giallo","daysurvived","pre","21",21
"BR04","giallo","daysurvived","pre","22",22
"BR04","giallo","daysurvived","pre","23",23
"BR04","giallo","daysurvived","pre","24",24
"BR04","giallo","daysurvived","pre","25",25
"BR04","giallo","daysurvived","pre","26",26
"BR04","giallo","daysurvived","pre","27",27
"BR04","giallo","daysurvived","pre","28",28
"BR04","giallo","energiaaquisita","pre","0",0
"BR04","giallo","energiaaquisita","pre","1",40
"BR04","giallo","energiaaquisita","pre","2",80
"BR04","giallo","energiaaquisita","pre","3",120
"BR04","giallo","energiaaquisita","pre","4",160
"BR04","giallo","energiaaquisita","pre","5",200
"BR04","giallo","energiaaquisita","pre","6",240
"BR04","giallo","energiaaquisita","pre","7",280
"BR04","giallo","energiaaquisita","pre","8",360
"BR04","giallo","energiaaquisita","pre","9",440
"BR04","giallo","energiaaquisita","pre","10",520
"BR04","giallo","energiaaquisita","pre","11",560
"BR04","giallo","energiaaquisita","pre","12",600
"BR04","giallo","energiaaquisita","pre","13",640
"BR04","giallo","energiaaquisita","pre","14",680
"BR04","giallo","energiaaquisita","pre","15",1600
"BR04","giallo","energiaaquisita","pre","16",2520
"BR04","giallo","energiaaquisita","pre","17",3320
"BR04","giallo","energiaaquisita","pre","18",4070
"BR04","giallo","energiaaquisita","pre","19",4500
"BR04","giallo","energiaaquisita","pre","20",4820
"BR04","giallo","energiaaquisita","pre","21",5130
"BR04","giallo","energiaaquisita","pre","22",6170
"BR04","giallo","energiaaquisita","pre","23",7060
"BR04","giallo","energiaaquisita","pre","24",7490
"BR04","giallo","energiaaquisita","pre","25",7690
"BR04","giallo","energiaaquisita","pre","26",7810
"BR04","giallo","energiaaquisita","pre","27",7930
"BR04","giallo","energiaaquisita","pre","28",8010
"BR04","giallo","giornaliero","pre","0",0
"BR04","giallo","giornaliero","pre","1",40
"BR04","giallo","giornaliero","pre","2",40
"BR04","giallo","giornaliero","pre","3",40
"BR04","giallo","giornaliero","pre","4",40
"BR04","giallo","giornaliero","pre","5",40
"BR04","giallo","giornaliero","pre","6",40
"BR04","giallo","giornaliero","pre","7",40
"BR04","giallo","giornaliero","pre","8",80
"BR04","giallo","giornaliero","pre","9",80
"BR04","giallo","giornaliero","pre","10",80
"BR04","giallo","giornaliero","pre","11",40
"BR04","giallo","giornaliero","pre","12",40
"BR04","giallo","giornaliero","pre","13",40
"BR04","giallo","giornaliero","pre","14",40
"BR04","giallo","giornaliero","pre","15",920
"BR04","giallo","giornaliero","pre","16",920
"BR04","giallo","giornaliero","pre","17",800
"BR04","giallo","giornaliero","pre","18",750
"BR04","giallo","giornaliero","pre","19",430
"BR04","giallo","giornaliero","pre","20",320
"BR04","giallo","giornaliero","pre","21",310
"BR04","giallo","giornaliero","pre","22",1040
"BR04","giallo","giornaliero","pre","23",890
"BR04","giallo","giornaliero","pre","24",430
"BR04","giallo","giornaliero","pre","25",200
"BR04","giallo","giornaliero","pre","26",120
"BR04","giallo","giornaliero","pre","27",120
"BR04","giallo","giornaliero","pre","28",80
"BR04","giallo","mucche","pre","0",1
"BR04","giallo","mucche","pre","1",1
"BR04","giallo","mucche","pre","2",1
"BR04","giallo","mucche","pre","3",1
"BR04","giallo","mucche","pre","4",1
"BR04","giallo","mucche","pre","5",1
"BR04","giallo","mucche","pre","6",1
"BR04","giallo","mucche","pre","7",1
"BR04","giallo","mucche","pre","8",2
"BR04","giallo","mucche","pre","9",2
"BR04","giallo","mucche","pre","10",2
"BR04","giallo","mucche","pre","11",1
"BR04","giallo","mucche","pre","12",1
"BR04","giallo","mucche","pre","13",1
"BR04","giallo","mucche","pre","14",1
"BR04","giallo","mucche","pre","15",23
"BR04","giallo","mucche","pre","16",23
"BR04","giallo","mucche","pre","17",20
"BR04","giallo","mucche","pre","18",19
"BR04","giallo","mucche","pre","19",11
"BR04","giallo","mucche","pre","20",8
"BR04","giallo","mucche","pre","21",8
"BR04","giallo","mucche","pre","22",26
"BR04","giallo","mucche","pre","23",23
"BR04","giallo","mucche","pre","24",12
"BR04","giallo","mucche","pre","25",5
"BR04","giallo","mucche","pre","26",3
"BR04","giallo","mucche","pre","27",3
"BR04","giallo","mucche","pre","28",2
"BR04","giallo","muccheperse","pre","0",0
"BR04","giallo","muccheperse","pre","1",0
"BR04","giallo","muccheperse","pre","2",0
"BR04","giallo","muccheperse","pre","3",0
"BR04","giallo","muccheperse","pre","4",0
"BR04","giallo","muccheperse","pre","5",0
"BR04","giallo","muccheperse","pre","6",0
"BR04","giallo","muccheperse","pre","7",0
"BR04","giallo","muccheperse","pre","8",0
"BR04","giallo","muccheperse","pre","9",0
"BR04","giallo","muccheperse","pre","10",0
"BR04","giallo","muccheperse","pre","11",1
"BR04","giallo","muccheperse","pre","12",1
"BR04","giallo","muccheperse","pre","13",1
"BR04","giallo","muccheperse","pre","14",1
"BR04","giallo","muccheperse","pre","15",1
"BR04","giallo","muccheperse","pre","16",1
"BR04","giallo","muccheperse","pre","17",4
"BR04","giallo","muccheperse","pre","18",5
"BR04","giallo","muccheperse","pre","19",13
"BR04","giallo","muccheperse","pre","20",16
"BR04","giallo","muccheperse","pre","21",16
"BR04","giallo","muccheperse","pre","22",16
"BR04","giallo","muccheperse","pre","23",19
"BR04","giallo","muccheperse","pre","24",30
"BR04","giallo","muccheperse","pre","25",37
"BR04","giallo","muccheperse","pre","26",39
"BR04","giallo","muccheperse","pre","27",39
"BR04","giallo","muccheperse","pre","28",40
"BR04","giallo","muccheslider","pre","0",1
"BR04","giallo","muccheslider","pre","1",1
"BR04","giallo","muccheslider","pre","2",1
"BR04","giallo","muccheslider","pre","3",1
"BR04","giallo","muccheslider","pre","4",1
"BR04","giallo","muccheslider","pre","5",1
"BR04","giallo","muccheslider","pre","6",1
"BR04","giallo","muccheslider","pre","7",1
"BR04","giallo","muccheslider","pre","8",2
"BR04","giallo","muccheslider","pre","9",2
"BR04","giallo","muccheslider","pre","10",2
"BR04","giallo","muccheslider","pre","11",2
"BR04","giallo","muccheslider","pre","12",2
"BR04","giallo","muccheslider","pre","13",2
"BR04","giallo","muccheslider","pre","14",3
"BR04","giallo","muccheslider","pre","15",23
"BR04","giallo","muccheslider","pre","16",23
"BR04","giallo","muccheslider","pre","17",23
"BR04","giallo","muccheslider","pre","18",23
"BR04","giallo","muccheslider","pre","19",23
"BR04","giallo","muccheslider","pre","20",23
"BR04","giallo","muccheslider","pre","21",23
"BR04","giallo","muccheslider","pre","22",26
"BR04","giallo","muccheslider","pre","23",26
"BR04","giallo","muccheslider","pre","24",26
"BR04","giallo","muccheslider","pre","25",26
"BR04","giallo","muccheslider","pre","26",26
"BR04","giallo","muccheslider","pre","27",26
"BR04","giallo","muccheslider","pre","28",26
"BR04","rosa","capital","pre","0",10
"BR04","rosa","capital","pre","1",40
"BR04","rosa","capital","pre","2",70
"BR04","rosa","capital","pre","3",100
"BR04","rosa","capital","pre","4",130
"BR04","rosa","capital","pre","5",160
"BR04","rosa","capital","pre","6",190
"BR04","rosa","capital","pre","7",220
"BR04","rosa","capital","pre","8",220
"BR04","rosa","capital","pre","9",250
"BR04","rosa","capital","pre","10",280
"BR04","rosa","capital","pre","11",310
"BR04","rosa","capital","pre","12",340
"BR04","rosa","capital","pre","13",370
"BR04","rosa","capital","pre","14",400
"BR04","rosa","capital","pre","15",370
"BR04","rosa","capital","pre","16",430
"BR04","rosa","capital","pre","17",490
"BR04","rosa","capital","pre","18",540
"BR04","rosa","capital","pre","19",550
"BR04","rosa","capital","pre","20",540
"BR04","rosa","capital","pre","21",540
"BR04","rosa","capital","pre","22",540
"BR04","rosa","capital","pre","23",660
"BR04","rosa","capital","pre","24",730
"BR04","rosa","capital","pre","25",730
"BR04","rosa","capital","pre","26",730
"BR04","rosa","capital","pre","27",690
"BR04","rosa","capital","pre","28",650
"BR04","rosa","ccr","pre","0",0
"BR04","rosa","ccr","pre","1",0
"BR04","rosa","ccr","pre","2",0
"BR04","rosa","ccr","pre","3",0
"BR04","rosa","ccr","pre","4",0
"BR04","rosa","ccr","pre","5",0
"BR04","rosa","ccr","pre","6",0
"BR04","rosa","ccr","pre","7",0
"BR04","rosa","ccr","pre","8",30
"BR04","rosa","ccr","pre","9",30
"BR04","rosa","ccr","pre","10",30
"BR04","rosa","ccr","pre","11",30
"BR04","rosa","ccr","pre","12",30
"BR04","rosa","ccr","pre","13",30
"BR04","rosa","ccr","pre","14",30
"BR04","rosa","ccr","pre","15",80
"BR04","rosa","ccr","pre","16",80
"BR04","rosa","ccr","pre","17",80
"BR04","rosa","ccr","pre","18",80
"BR04","rosa","ccr","pre","19",80
"BR04","rosa","ccr","pre","20",80
"BR04","rosa","ccr","pre","21",80
"BR04","rosa","ccr","pre","22",90
"BR04","rosa","ccr","pre","23",90
"BR04","rosa","ccr","pre","24",90
"BR04","rosa","ccr","pre","25",90
"BR04","rosa","ccr","pre","26",90
"BR04","rosa","ccr","pre","27",90
"BR04","rosa","ccr","pre","28",90
"BR04","rosa","daysurvived","pre","0",0
"BR04","rosa","daysurvived","pre","1",1
"BR04","rosa","daysurvived","pre","2",2
"BR04","rosa","daysurvived","pre","3",3
"BR04","rosa","daysurvived","pre","4",4
"BR04","rosa","daysurvived","pre","5",5
"BR04","rosa","daysurvived","pre","6",6
"BR04","rosa","daysurvived","pre","7",7
